session_id,station_id,session_date,energy_consumed_kwh,duration_min,cost
39773,263,2025-10-25 03:29:44,14.61,81.93,2.92
39774,263,2025-06-02 00:39:24,33.0,143.7,6.6
39775,263,2025-06-10 22:20:06,24.92,85.89,4.98
39776,263,2025-09-09 03:53:43,23.82,99.51,4.76
39777,263,2025-08-10 23:01:42,21.76,103.23,4.35
39778,263,2025-10-08 01:39:21,23.25,80.52,4.65
39779,263,2025-07-13 00:44:43,14.83,76.2,2.97
39780,263,2025-06-17 01:09:12,26.8,89.06,5.36
39781,263,2025-06-06 12:27:58,23.8,81.51,4.76
39782,263,2025-07-21 16:29:25,15.64,82.84,3.13
39783,263,2025-06-13 17:18:43,15.87,57.41,3.17
39784,263,2025-06-24 06:32:20,29.23,77.4,5.85
39785,263,2025-10-15 23:55:36,17.55,138.54,3.51
39786,263,2025-08-02 17:15:49,26.89,78.85,5.38
39787,263,2025-07-27 10:13:42,24.57,82.93,4.91
39788,263,2025-07-20 23:04:18,17.84,104.24,3.57
39789,263,2025-08-23 22:07:17,20.05,92.26,4.01
39790,263,2025-08-10 06:09:11,28.13,117.34,5.63
39791,263,2025-08-21 09:55:10,18.7,104.58,3.74
39792,263,2025-10-01 14:31:40,15.23,103.51,3.05
39793,263,2025-08-08 08:04:22,22.89,101.37,4.58
39794,263,2025-09-13 19:16:43,20.22,152.52,4.04
39795,263,2025-10-21 00:56:16,16.59,119.15,3.32
39796,263,2025-09-20 13:44:34,15.81,105.13,3.16
39797,263,2025-07-23 17:00:45,25.45,91.65,5.09
39798,263,2025-06-15 19:06:37,19.03,94.23,3.81
39799,263,2025-10-22 17:12:00,23.6,143.7,4.72
39800,263,2025-09-23 22:36:00,16.77,73.32,3.35
39801,263,2025-11-14 21:56:33,23.71,82.32,4.74
39802,263,2025-07-06 16:58:02,21.4,122.11,4.28
39803,263,2025-08-02 08:43:30,5.08,72.06,1.02
39804,263,2025-08-09 06:02:52,11.55,54.13,2.31
39805,263,2025-09-03 15:03:32,36.43,107.95,7.29
39806,263,2025-08-24 11:37:01,27.71,87.58,5.54
39807,263,2025-09-01 13:41:47,26.55,37.0,5.31
39808,263,2025-08-31 14:30:14,28.23,65.4,5.65
39809,263,2025-08-23 14:38:29,18.81,105.15,3.76
39810,263,2025-08-31 08:27:47,23.9,92.54,4.78
39811,263,2025-09-01 01:53:02,13.82,92.99,2.76
39812,263,2025-10-26 10:58:24,27.76,74.03,5.55
39813,263,2025-07-03 15:21:49,29.89,63.82,5.98
39814,263,2025-08-02 15:26:43,22.04,136.06,4.41
39815,263,2025-06-05 04:38:21,17.91,121.62,3.58
39816,263,2025-09-09 18:26:26,33.85,95.13,6.77
39817,263,2025-10-05 18:43:33,18.84,66.82,3.77
39818,263,2025-08-09 20:52:22,29.83,128.3,5.97
39819,263,2025-08-30 06:41:54,30.7,89.01,6.14
39820,263,2025-09-09 04:03:06,28.23,88.53,5.65
39821,263,2025-10-17 18:08:10,16.7,123.73,3.34
39822,263,2025-10-01 14:53:30,31.8,59.38,6.36
39823,263,2025-10-24 11:50:51,15.76,91.2,3.15
39824,263,2025-10-12 06:12:22,27.74,55.99,5.55
39825,263,2025-07-01 13:07:22,23.36,72.29,4.67
39826,263,2025-10-03 11:36:17,26.2,66.06,5.24
39827,263,2025-06-05 21:34:04,26.63,85.25,5.33
39828,263,2025-07-04 15:01:53,16.38,91.91,3.28
39829,263,2025-07-29 04:38:26,10.37,73.23,2.07
39830,263,2025-05-20 12:18:34,24.02,36.85,4.8
39831,263,2025-06-28 10:18:15,6.57,20.0,1.31
39832,263,2025-11-01 03:00:46,29.96,87.7,5.99
39833,263,2025-05-23 06:53:56,18.81,118.35,3.76
39834,263,2025-07-29 07:51:05,19.57,98.05,3.91
39835,263,2025-09-05 09:09:58,22.15,75.87,4.43
39836,263,2025-08-19 23:36:33,23.76,113.2,4.75
39837,263,2025-06-14 21:32:22,20.89,76.18,4.18
39838,263,2025-11-14 18:40:36,19.94,21.06,3.99
39839,263,2025-06-10 08:19:05,23.7,53.73,4.74
39840,263,2025-05-31 12:36:11,25.78,87.29,5.16
39841,263,2025-11-12 22:12:24,22.63,111.01,4.53
39842,263,2025-07-26 19:01:48,16.44,101.08,3.29
39843,263,2025-07-29 00:40:30,23.61,84.46,4.72
39844,263,2025-10-31 18:25:16,16.43,107.86,3.29
39845,263,2025-10-31 21:06:47,26.22,93.41,5.24
39846,263,2025-11-04 06:24:18,15.58,74.18,3.12
39847,263,2025-10-18 03:42:35,21.64,110.65,4.33
39848,263,2025-10-25 23:49:04,12.5,73.09,2.5
39849,263,2025-06-16 00:22:01,19.58,87.5,3.92
39850,263,2025-07-16 04:20:29,14.19,83.47,2.84
39851,263,2025-08-17 08:31:04,20.14,58.87,4.03
39852,263,2025-06-16 22:41:40,21.29,73.76,4.26
39853,264,2025-07-06 01:04:20,24.97,63.44,3.75
39854,264,2025-06-29 21:03:35,22.54,65.75,3.38
39855,264,2025-10-27 16:52:54,18.4,98.92,2.76
39856,264,2025-07-02 13:36:16,23.41,77.49,3.51
39857,264,2025-05-30 19:18:19,20.38,46.39,3.06
39858,264,2025-10-12 00:12:11,30.42,110.62,4.56
39859,264,2025-06-15 17:09:11,25.91,42.15,3.89
39860,264,2025-06-11 17:18:39,18.43,79.96,2.76
39861,264,2025-10-02 01:31:32,10.41,116.7,1.56
39862,264,2025-10-03 15:39:25,30.72,151.86,4.61
39863,264,2025-06-16 17:44:15,15.72,93.52,2.36
39864,264,2025-08-01 06:02:50,29.94,82.39,4.49
39865,264,2025-10-09 07:21:36,18.6,34.02,2.79
39866,264,2025-05-25 01:44:16,28.8,89.42,4.32
39867,264,2025-10-02 03:07:07,17.62,98.52,2.64
39868,264,2025-08-10 10:14:19,22.92,95.05,3.44
39869,264,2025-07-31 03:07:35,20.7,138.67,3.1
39870,264,2025-05-30 10:59:56,21.2,138.58,3.18
39871,264,2025-10-03 03:43:17,25.38,100.54,3.81
39872,264,2025-06-09 12:59:38,21.32,119.22,3.2
39873,264,2025-09-25 15:34:43,22.68,62.04,3.4
39874,264,2025-09-09 21:26:16,16.21,102.67,2.43
39875,264,2025-06-03 06:44:49,16.56,88.13,2.48
39876,264,2025-08-20 13:07:31,28.34,99.12,4.25
39877,264,2025-10-29 13:41:33,17.67,132.3,2.65
39878,264,2025-09-12 06:50:47,25.29,120.53,3.79
39879,264,2025-11-04 23:40:09,8.39,99.93,1.26
39880,264,2025-06-19 16:05:34,27.05,141.01,4.06
39881,264,2025-05-25 19:37:41,13.22,126.18,1.98
39882,264,2025-06-17 11:29:38,31.87,29.48,4.78
39883,264,2025-07-29 21:06:50,24.87,108.53,3.73
39884,264,2025-06-16 09:21:12,20.04,75.3,3.01
39885,264,2025-06-04 07:05:16,26.01,71.55,3.9
39886,264,2025-07-06 12:56:55,20.7,114.37,3.1
39887,264,2025-06-03 22:06:10,32.52,106.14,4.88
39888,264,2025-05-22 09:06:10,22.8,74.51,3.42
39889,264,2025-09-07 11:32:17,15.94,123.29,2.39
39890,264,2025-10-28 08:00:36,21.08,124.52,3.16
39891,264,2025-10-24 23:07:18,20.02,70.52,3.0
39892,264,2025-08-08 19:57:33,24.52,87.7,3.68
39893,264,2025-06-18 00:41:07,14.77,144.52,2.22
39894,264,2025-10-15 14:03:27,18.24,117.83,2.74
39895,264,2025-06-24 09:06:44,27.05,52.22,4.06
39896,264,2025-08-19 04:12:53,15.99,80.95,2.4
39897,264,2025-10-11 08:11:01,16.81,141.79,2.52
39898,264,2025-06-16 03:55:24,20.8,116.69,3.12
39899,264,2025-10-12 05:23:03,25.08,97.92,3.76
39900,264,2025-08-30 09:02:52,22.24,127.11,3.34
39901,264,2025-10-02 14:29:46,17.05,141.79,2.56
39902,264,2025-07-17 02:45:34,14.28,113.45,2.14
39903,264,2025-08-19 06:10:15,13.57,80.53,2.04
39904,264,2025-08-07 20:47:10,22.56,75.4,3.38
39905,264,2025-10-07 06:18:50,20.91,48.39,3.14
39906,264,2025-07-24 11:03:24,16.08,104.95,2.41
39907,264,2025-08-14 04:01:10,22.18,69.28,3.33
39908,264,2025-10-18 16:31:33,29.95,53.4,4.49
39909,264,2025-09-22 04:09:28,19.83,74.83,2.97
39910,264,2025-10-01 23:02:18,25.69,91.44,3.85
39911,264,2025-05-22 12:30:46,21.35,34.67,3.2
39912,264,2025-07-14 15:23:35,27.19,83.47,4.08
39913,264,2025-06-10 13:29:33,22.69,67.54,3.4
39914,264,2025-06-19 05:26:24,16.57,134.98,2.48
39915,264,2025-05-31 14:34:35,11.36,58.37,1.7
39916,264,2025-11-07 01:26:32,30.88,109.22,4.63
39917,264,2025-09-21 17:00:23,20.05,127.4,3.01
39918,264,2025-05-26 04:38:18,24.68,96.98,3.7
39919,264,2025-09-14 06:36:19,23.35,103.96,3.5
39920,264,2025-10-12 19:29:08,25.03,155.88,3.76
39921,264,2025-06-22 15:53:41,20.83,85.08,3.12
39922,264,2025-08-25 16:28:45,14.58,88.44,2.19
39923,264,2025-06-20 02:13:55,33.18,119.53,4.98
39924,264,2025-05-22 01:35:56,18.74,90.9,2.81
39925,264,2025-08-04 22:16:01,14.22,60.93,2.13
39926,264,2025-10-28 15:31:22,22.9,75.17,3.43
39927,264,2025-08-10 05:10:06,15.73,104.7,2.36
39928,264,2025-09-28 23:31:57,21.51,42.97,3.23
39929,264,2025-11-06 01:17:56,9.55,72.9,1.43
39930,264,2025-08-16 04:07:39,12.47,33.93,1.87
39931,264,2025-09-04 13:30:22,28.77,87.07,4.32
39932,264,2025-10-05 02:20:53,20.41,84.35,3.06
39933,264,2025-10-28 00:47:15,15.17,102.33,2.28
39934,264,2025-07-09 01:34:22,21.22,67.28,3.18
39935,264,2025-11-14 10:30:10,18.35,53.18,2.75
39936,264,2025-09-08 00:58:09,19.56,82.81,2.93
39937,264,2025-08-25 09:50:51,19.41,91.65,2.91
39938,264,2025-07-18 09:10:26,21.53,96.92,3.23
39939,264,2025-10-04 16:46:34,27.66,107.79,4.15
39940,264,2025-07-03 02:18:59,27.73,64.57,4.16
39941,264,2025-08-10 05:23:56,18.95,109.61,2.84
39942,264,2025-06-19 09:41:47,26.03,69.64,3.9
39943,264,2025-07-11 17:45:39,25.67,61.69,3.85
39944,264,2025-06-06 19:24:27,24.89,89.21,3.73
39945,264,2025-08-29 05:19:24,13.69,76.98,2.05
39946,264,2025-08-01 06:30:39,35.09,96.08,5.26
39947,264,2025-06-13 06:06:58,35.8,46.68,5.37
39948,264,2025-10-11 06:12:41,26.5,20.0,3.98
39949,264,2025-06-30 02:18:41,22.0,108.94,3.3
39950,264,2025-08-05 16:57:46,27.03,66.02,4.05
39951,264,2025-09-17 03:54:19,28.23,73.99,4.24
39952,264,2025-05-30 19:54:59,21.02,77.0,3.15
39953,264,2025-07-01 11:07:49,15.18,137.09,2.28
39954,264,2025-08-04 03:09:39,22.29,122.62,3.34
39955,264,2025-06-24 15:01:39,28.27,60.96,4.24
39956,264,2025-10-26 16:06:12,29.3,105.1,4.39
39957,264,2025-10-11 19:32:40,15.75,103.47,2.36
39958,264,2025-09-05 13:27:10,15.86,138.19,2.38
39959,264,2025-09-14 10:50:43,26.88,87.87,4.03
39960,264,2025-10-30 09:37:09,29.59,42.54,4.44
39961,264,2025-06-03 22:46:25,17.5,82.43,2.63
39962,264,2025-10-25 12:23:32,35.41,57.89,5.31
39963,264,2025-10-01 09:53:39,11.76,46.67,1.76
39964,264,2025-08-18 22:01:22,27.44,72.17,4.12
39965,264,2025-08-20 15:52:24,21.05,112.88,3.16
39966,264,2025-07-19 18:31:19,21.05,96.12,3.16
39967,264,2025-09-23 16:45:17,25.21,77.08,3.78
39968,264,2025-09-21 14:22:50,21.0,97.26,3.15
39969,264,2025-08-06 14:51:17,27.21,66.23,4.08
39970,264,2025-10-27 14:14:02,4.0,110.39,0.6
39971,264,2025-08-01 20:04:17,27.57,96.0,4.13
39972,264,2025-06-20 23:05:22,23.61,73.07,3.54
39973,264,2025-05-30 13:44:27,25.0,115.6,3.75
39974,264,2025-10-22 22:47:05,22.34,164.74,3.35
39975,264,2025-07-31 02:09:57,12.62,94.89,1.89
39976,264,2025-09-22 12:32:48,14.95,116.4,2.24
39977,264,2025-08-10 07:58:11,12.51,49.98,1.88
39978,264,2025-06-26 18:27:46,18.2,97.97,2.73
39979,264,2025-07-11 08:52:07,18.43,72.44,2.76
39980,264,2025-06-10 00:08:14,20.91,82.73,3.14
39981,264,2025-06-09 05:29:31,30.92,110.58,4.64
39982,264,2025-06-04 01:34:00,20.05,152.91,3.01
39983,264,2025-07-29 09:15:52,24.95,60.93,3.74
39984,264,2025-09-14 02:01:20,23.54,106.07,3.53
39985,264,2025-10-18 04:24:38,17.87,58.42,2.68
39986,264,2025-10-31 08:26:15,22.52,79.19,3.38
39987,264,2025-07-24 02:21:49,30.87,112.23,4.63
39988,264,2025-05-25 09:40:10,18.16,102.78,2.72
39989,264,2025-07-05 11:14:34,29.6,48.19,4.44
39990,264,2025-07-13 18:07:55,15.86,89.66,2.38
39991,264,2025-06-20 13:28:15,22.21,88.43,3.33
39992,264,2025-09-02 02:50:30,20.14,80.22,3.02
39993,264,2025-06-09 15:06:47,24.31,124.02,3.65
39994,264,2025-06-01 15:21:42,19.11,163.15,2.87
39995,264,2025-06-30 02:31:27,33.76,129.88,5.06
39996,264,2025-09-12 21:41:25,25.73,150.24,3.86
39997,264,2025-05-22 02:06:32,20.26,65.02,3.04
39998,264,2025-10-13 20:35:52,18.84,59.91,2.83
39999,264,2025-11-12 14:24:04,22.73,98.99,3.41
40000,264,2025-07-18 23:33:23,23.21,89.63,3.48
40001,264,2025-06-25 09:54:07,22.8,142.09,3.42
40002,264,2025-09-04 02:01:14,25.72,117.68,3.86
40003,264,2025-06-28 03:03:48,23.14,41.53,3.47
40004,264,2025-09-20 22:03:38,11.12,152.48,1.67
40005,264,2025-05-26 05:47:33,18.81,71.5,2.82
40006,264,2025-07-05 14:59:43,23.47,106.51,3.52
40007,264,2025-07-11 05:21:58,26.06,143.23,3.91
40008,264,2025-06-05 11:15:52,31.0,65.67,4.65
40009,264,2025-09-07 15:55:01,27.81,78.48,4.17
40010,264,2025-09-06 15:05:47,21.17,57.18,3.18
40011,264,2025-05-28 16:04:58,11.84,89.05,1.78
40012,264,2025-09-06 10:10:05,16.26,117.83,2.44
40013,264,2025-10-20 09:40:16,20.31,99.26,3.05
40014,264,2025-08-21 21:39:23,30.21,45.44,4.53
40015,264,2025-05-28 19:50:22,17.65,95.43,2.65
40016,264,2025-05-29 06:52:35,23.88,123.1,3.58
40017,264,2025-07-20 01:00:10,27.2,92.91,4.08
40018,264,2025-06-07 01:20:48,23.82,99.93,3.57
40019,264,2025-07-18 21:09:19,13.18,85.31,1.98
40020,264,2025-05-21 14:27:58,23.49,103.76,3.52
40021,264,2025-07-28 05:03:28,16.45,51.94,2.47
40022,264,2025-10-12 22:01:57,20.59,149.02,3.09
40023,264,2025-07-13 19:02:31,17.08,125.22,2.56
40024,264,2025-08-05 06:24:09,31.51,91.36,4.73
40025,264,2025-08-25 02:07:42,17.92,105.38,2.69
40026,264,2025-06-26 19:10:35,23.17,64.23,3.48
40027,264,2025-07-20 00:30:01,18.05,103.61,2.71
40028,264,2025-10-12 22:47:29,27.6,80.32,4.14
40029,264,2025-08-03 19:28:22,21.59,110.06,3.24
40030,264,2025-10-07 20:54:15,20.97,81.02,3.14
40031,264,2025-07-28 01:16:28,17.47,66.82,2.62
40032,264,2025-06-14 02:32:41,38.01,84.11,5.7
40033,264,2025-10-03 09:34:14,30.19,140.52,4.53
40034,264,2025-09-27 23:13:08,20.9,101.05,3.13
40035,264,2025-06-07 20:46:31,22.61,41.63,3.39
40036,264,2025-07-23 07:00:25,12.69,91.47,1.9
40037,264,2025-08-07 01:02:43,19.45,146.75,2.92
40038,264,2025-11-10 00:59:50,20.58,148.53,3.09
40039,264,2025-10-10 22:21:58,19.14,147.37,2.87
40040,265,2025-06-08 13:39:36,69.12,35.63,0.0
40041,265,2025-08-25 11:16:02,50.79,35.77,0.0
40042,265,2025-10-23 18:08:55,90.47,28.55,0.0
40043,265,2025-10-17 10:59:41,53.89,27.53,0.0
40044,265,2025-06-18 02:52:23,89.16,38.55,0.0
40045,265,2025-05-24 13:20:02,86.06,33.14,0.0
40046,265,2025-09-10 23:23:19,60.71,34.24,0.0
40047,265,2025-10-21 12:54:15,79.26,27.53,0.0
40048,265,2025-08-02 03:43:20,84.64,33.66,0.0
40049,265,2025-08-20 13:42:53,16.69,38.83,0.0
40050,265,2025-09-10 19:34:47,37.1,38.59,0.0
40051,265,2025-11-04 15:54:41,76.23,33.3,0.0
40052,265,2025-11-01 09:41:11,69.79,40.99,0.0
40053,265,2025-05-27 05:17:15,51.08,37.93,0.0
40054,265,2025-07-15 07:00:24,80.93,47.6,0.0
40055,265,2025-06-20 06:18:22,40.1,34.09,0.0
40056,265,2025-06-18 09:10:11,42.69,19.96,0.0
40057,265,2025-09-29 11:02:44,66.46,30.77,0.0
40058,265,2025-08-17 21:11:02,80.61,26.54,0.0
40059,265,2025-06-04 05:58:02,57.59,32.12,0.0
40060,265,2025-11-07 20:18:05,44.49,22.77,0.0
40061,265,2025-09-18 12:06:13,80.09,24.51,0.0
40062,265,2025-06-07 01:43:09,81.28,36.07,0.0
40063,265,2025-10-06 11:13:53,32.14,35.3,0.0
40064,265,2025-07-03 22:08:50,69.4,34.23,0.0
40065,265,2025-11-07 16:33:53,57.45,20.6,0.0
40066,265,2025-06-30 19:56:28,84.23,28.98,0.0
40067,265,2025-10-23 18:03:48,44.1,34.57,0.0
40068,265,2025-09-29 06:47:06,46.63,20.51,0.0
40069,265,2025-09-23 23:50:21,53.24,23.35,0.0
40070,265,2025-06-16 07:25:11,43.58,38.06,0.0
40071,265,2025-10-16 05:56:24,57.95,42.52,0.0
40072,265,2025-10-06 11:39:33,44.62,12.72,0.0
40073,265,2025-06-20 05:29:09,62.68,48.56,0.0
40074,265,2025-08-25 08:40:14,69.56,62.15,0.0
40075,265,2025-08-28 05:05:18,65.98,32.36,0.0
40076,265,2025-10-08 11:02:12,21.2,34.28,0.0
40077,265,2025-09-15 03:52:53,63.04,25.93,0.0
40078,265,2025-09-23 10:40:22,57.54,29.32,0.0
40079,265,2025-08-29 13:38:49,56.76,50.9,0.0
40080,265,2025-10-16 05:03:24,53.32,31.69,0.0
40081,265,2025-07-25 06:03:47,52.73,37.83,0.0
40082,265,2025-08-14 20:21:41,63.18,27.2,0.0
40083,265,2025-10-19 10:57:26,25.33,32.43,0.0
40084,265,2025-06-14 10:22:39,54.43,29.39,0.0
40085,265,2025-07-24 18:54:12,38.72,44.33,0.0
40086,265,2025-07-15 10:22:21,75.42,44.31,0.0
40087,265,2025-07-28 22:08:54,80.65,35.92,0.0
40088,265,2025-09-18 00:32:12,39.44,48.43,0.0
40089,265,2025-11-02 03:58:49,43.3,27.32,0.0
40090,265,2025-08-11 15:05:55,72.72,37.57,0.0
40091,265,2025-05-27 17:25:34,70.3,26.0,0.0
40092,265,2025-11-08 21:49:18,49.08,55.35,0.0
40093,265,2025-10-05 08:39:59,59.29,28.38,0.0
40094,265,2025-10-17 06:52:10,47.16,32.45,0.0
40095,265,2025-09-29 13:22:24,63.56,29.84,0.0
40096,265,2025-08-03 05:27:32,66.87,47.64,0.0
40097,265,2025-07-05 09:17:19,49.29,30.43,0.0
40098,265,2025-06-29 12:07:37,48.34,32.95,0.0
40099,265,2025-09-15 11:33:47,49.77,24.75,0.0
40100,265,2025-09-14 19:12:16,33.73,30.98,0.0
40101,265,2025-06-03 12:28:11,67.74,48.6,0.0
40102,265,2025-06-18 13:11:40,68.45,25.5,0.0
40103,265,2025-09-07 00:54:07,35.53,17.79,0.0
40104,265,2025-09-18 20:39:51,36.68,48.78,0.0
40105,265,2025-08-24 13:34:36,65.18,24.17,0.0
40106,265,2025-06-07 20:53:51,42.72,21.44,0.0
40107,265,2025-10-23 05:14:58,49.03,43.16,0.0
40108,265,2025-05-22 20:35:10,59.46,15.53,0.0
40109,265,2025-06-16 15:37:17,101.59,18.6,0.0
40110,265,2025-10-15 18:15:00,49.36,43.1,0.0
40111,265,2025-11-04 23:34:42,67.47,25.3,0.0
40112,265,2025-07-19 01:31:27,37.84,20.33,0.0
40113,265,2025-09-03 04:47:28,43.68,30.07,0.0
40114,265,2025-11-04 09:57:08,63.44,28.51,0.0
40115,265,2025-10-21 19:01:36,59.29,19.49,0.0
40116,265,2025-10-18 16:45:09,65.28,42.81,0.0
40117,265,2025-11-09 18:34:59,57.07,28.18,0.0
40118,265,2025-06-05 21:11:00,61.49,41.18,0.0
40119,265,2025-08-24 20:03:07,43.89,44.51,0.0
40120,265,2025-06-07 05:33:19,67.58,30.29,0.0
40121,265,2025-08-16 06:30:38,81.84,18.18,0.0
40122,265,2025-07-19 20:59:15,69.4,34.3,0.0
40123,265,2025-06-21 21:53:38,43.16,34.61,0.0
40124,265,2025-07-16 08:35:11,65.1,28.21,0.0
40125,265,2025-06-20 07:28:07,75.53,24.28,0.0
40126,265,2025-06-02 04:36:34,64.87,28.68,0.0
40127,265,2025-07-13 08:23:37,48.94,35.03,0.0
40128,265,2025-09-08 21:41:29,56.26,15.27,0.0
40129,265,2025-07-29 12:11:05,27.58,37.89,0.0
40130,265,2025-07-27 13:46:08,38.03,32.79,0.0
40131,265,2025-06-06 06:47:27,60.99,26.31,0.0
40132,265,2025-06-02 18:27:38,95.22,31.8,0.0
40133,265,2025-06-23 18:01:15,73.6,32.85,0.0
40134,265,2025-10-04 22:50:41,55.83,29.81,0.0
40135,265,2025-10-16 20:27:21,86.25,40.88,0.0
40136,265,2025-08-17 10:09:42,95.14,32.22,0.0
40137,265,2025-07-09 01:03:32,44.22,25.59,0.0
40138,265,2025-08-19 20:30:30,38.62,37.67,0.0
40139,265,2025-07-08 16:07:17,49.45,5.0,0.0
40140,265,2025-10-15 03:28:20,104.35,24.29,0.0
40141,265,2025-11-06 04:28:27,49.62,46.72,0.0
40142,265,2025-08-13 19:01:59,38.25,41.37,0.0
40143,265,2025-09-23 05:31:59,49.43,16.76,0.0
40144,265,2025-11-15 09:51:13,90.7,39.23,0.0
40145,265,2025-06-16 05:29:02,76.56,33.68,0.0
40146,265,2025-06-13 00:40:37,70.78,17.68,0.0
40147,265,2025-09-07 09:26:32,62.01,20.71,0.0
40148,265,2025-08-22 18:24:15,35.0,34.11,0.0
40149,265,2025-05-27 15:28:03,80.85,26.17,0.0
40150,265,2025-07-29 12:51:19,56.18,18.62,0.0
40151,265,2025-11-02 18:11:52,60.13,37.6,0.0
40152,265,2025-07-14 14:43:19,74.25,35.45,0.0
40153,265,2025-08-05 19:27:52,48.87,23.5,0.0
40154,265,2025-08-07 09:11:07,74.32,38.12,0.0
40155,265,2025-11-02 08:51:59,56.9,25.74,0.0
40156,265,2025-09-17 06:53:12,81.01,26.4,0.0
40157,265,2025-11-14 01:08:06,73.43,28.63,0.0
40158,265,2025-09-29 02:42:26,41.14,46.12,0.0
40159,265,2025-06-14 00:03:45,62.16,22.89,0.0
40160,265,2025-08-13 13:21:30,34.97,17.1,0.0
40161,265,2025-07-30 04:02:55,53.29,49.25,0.0
40162,265,2025-08-27 11:16:44,49.48,44.47,0.0
40163,265,2025-10-31 00:10:19,57.65,18.19,0.0
40164,265,2025-09-18 05:56:53,51.48,17.19,0.0
40165,265,2025-07-19 20:38:45,44.59,21.14,0.0
40166,265,2025-07-31 12:26:31,25.73,45.13,0.0
40167,265,2025-06-05 04:02:47,63.8,23.14,0.0
40168,265,2025-09-29 10:14:20,63.99,21.65,0.0
40169,265,2025-08-08 04:34:37,11.92,59.57,0.0
40170,265,2025-08-26 04:48:54,63.41,24.11,0.0
40171,265,2025-08-15 08:32:04,25.19,15.06,0.0
40172,265,2025-07-09 23:49:01,89.78,45.02,0.0
40173,265,2025-11-06 07:58:22,73.56,18.85,0.0
40174,265,2025-11-05 23:14:53,87.18,34.5,0.0
40175,265,2025-09-29 11:53:31,71.79,34.46,0.0
40176,265,2025-05-28 05:50:06,32.87,18.02,0.0
40177,265,2025-09-17 11:13:19,50.82,36.44,0.0
40178,265,2025-09-21 23:35:21,35.15,28.25,0.0
40179,265,2025-05-31 00:51:54,56.82,37.93,0.0
40180,265,2025-10-10 20:27:40,72.14,19.9,0.0
40181,265,2025-10-20 11:22:18,86.04,18.37,0.0
40182,265,2025-07-06 11:52:53,79.66,24.5,0.0
40183,265,2025-10-02 20:00:06,62.95,32.26,0.0
40184,265,2025-10-26 10:11:06,63.56,36.74,0.0
40185,265,2025-09-05 20:28:18,67.05,37.84,0.0
40186,265,2025-05-21 11:58:09,68.36,17.36,0.0
40187,265,2025-06-18 23:15:52,64.86,24.36,0.0
40188,265,2025-11-01 14:29:57,40.03,27.1,0.0
40189,265,2025-06-09 09:40:36,63.3,32.5,0.0
40190,265,2025-07-15 09:31:44,79.01,43.07,0.0
40191,265,2025-07-31 22:24:30,66.05,35.17,0.0
40192,265,2025-06-19 16:14:41,61.72,37.67,0.0
40193,265,2025-09-07 15:58:05,68.77,29.46,0.0
40194,265,2025-08-05 11:44:02,98.74,24.54,0.0
40195,265,2025-11-01 18:05:05,86.18,16.46,0.0
40196,265,2025-06-03 03:03:28,74.65,44.37,0.0
40197,265,2025-07-02 06:26:48,25.67,31.39,0.0
40198,265,2025-08-03 08:12:10,72.88,32.52,0.0
40199,265,2025-11-05 16:49:41,66.81,31.36,0.0
40200,265,2025-08-17 17:19:36,40.3,53.68,0.0
40201,265,2025-09-26 21:25:12,50.94,34.34,0.0
40202,265,2025-06-07 02:42:31,48.36,7.24,0.0
40203,265,2025-07-26 17:07:16,43.36,15.52,0.0
40204,265,2025-08-18 10:05:58,79.65,23.93,0.0
40205,265,2025-08-18 22:16:05,50.75,19.36,0.0
40206,265,2025-09-21 17:08:49,61.69,22.84,0.0
40207,265,2025-08-31 20:46:21,77.86,33.02,0.0
40208,265,2025-11-10 17:50:45,49.71,38.5,0.0
40209,265,2025-10-25 20:27:32,60.14,30.21,0.0
40210,265,2025-08-18 05:19:28,33.67,29.29,0.0
40211,265,2025-06-10 03:29:02,65.79,43.34,0.0
40212,265,2025-06-05 14:54:52,46.47,52.78,0.0
40213,265,2025-06-23 23:05:14,70.02,14.81,0.0
40214,265,2025-10-09 01:17:08,44.79,44.21,0.0
40215,265,2025-06-09 23:53:32,82.38,30.18,0.0
40216,265,2025-11-14 02:37:39,62.7,18.35,0.0
40217,265,2025-11-15 02:04:15,83.79,20.12,0.0
40218,265,2025-08-05 00:50:58,75.21,43.52,0.0
40219,265,2025-10-16 03:06:05,60.87,39.68,0.0
40220,265,2025-08-12 01:24:42,93.26,32.68,0.0
40221,265,2025-06-27 16:33:17,56.84,29.33,0.0
40222,265,2025-08-05 22:10:24,46.63,22.34,0.0
40223,265,2025-07-22 18:54:06,67.96,28.36,0.0
40224,265,2025-06-01 11:24:41,65.9,15.1,0.0
40225,265,2025-07-20 13:36:25,58.33,40.3,0.0
40226,265,2025-07-25 10:45:42,39.86,30.17,0.0
40227,265,2025-09-14 07:31:05,26.62,16.95,0.0
40228,265,2025-08-22 09:15:05,74.54,26.91,0.0
40229,265,2025-06-30 05:54:15,92.8,34.32,0.0
40230,265,2025-10-03 07:51:54,69.55,19.24,0.0
40231,265,2025-10-10 21:35:23,53.07,22.67,0.0
40232,265,2025-08-20 10:17:45,40.82,36.64,0.0
40233,265,2025-06-11 03:45:08,75.56,33.99,0.0
40234,265,2025-07-13 00:16:27,45.09,33.31,0.0
40235,265,2025-08-16 05:26:33,25.57,43.23,0.0
40236,265,2025-05-27 09:21:40,36.63,18.8,0.0
40237,265,2025-09-02 19:12:54,62.08,32.04,0.0
